Gene_name,Ensemble_id,Protein_ensembl_id,Locus
SHISAL1,ENSCAFG00845012306,ENSCAFP00845017234.1,10:22121564:22260044:1
PARVG,ENSCAFG00845012360,ENSCAFP00845017297.1,10:22274053:22296006:-1
PARVB,ENSCAFG00845012438,ENSCAFP00845017708.1,10:22299168:22397976:-1
SAMM50,ENSCAFG00845012750,ENSCAFP00845017784.1,10:22416780:22452842:-1
PNPLA3,ENSCAFG00845012819,ENSCAFP00845017906.1,10:22457537:22471215:-1
PNPLA5,ENSCAFG00845012877,ENSCAFP00845017952.1,10:22509894:22522385:1
SULT4A1,ENSCAFG00845012928,ENSCAFP00845018035.1,10:22530346:22562882:1
EFCAB6,ENSCAFG00845013088,ENSCAFP00845019060.1,10:22580305:22812813:1
MPPED1,ENSCAFG00845013653,ENSCAFP00845019162.1,10:22824311:22902512:-1
SCUBE1,ENSCAFG00845013737,ENSCAFP00845019639.1,10:22963225:23097926:1
TTLL12,ENSCAFG00845014024,ENSCAFP00845019767.1,10:23111561:23129625:1
TSPO,ENSCAFG00845014235,ENSCAFP00845020028.1,10:23132953:23135891:-1
MCAT,ENSCAFG00845014248,ENSCAFP00845020085.1,10:23149395:23158830:1
TTLL1,ENSCAFG00845014313,ENSCAFP00845020231.1,10:23200587:23247305:1
PACSIN2,ENSCAFG00845014394,ENSCAFP00845020314.1,10:23256693:23393481:1
ARFGAP3,ENSCAFG00845014445,ENSCAFP00845020426.1,10:23403548:23455674:1
A4GALT,ENSCAFG00845014498,ENSCAFP00845020448.1,10:23497584:23521723:1
CYB5R3,ENSCAFG00845014552,ENSCAFP00845020569.1,10:23565190:23595635:1
POLDIP3,ENSCAFG00845014629,ENSCAFP00845020679.1,10:23598012:23622775:1
RRP7,ENSCAFG00845014703,ENSCAFP00845020763.1,10:23626656:23640916:1
SERHL2,ENSCAFG00845014763,ENSCAFP00845020835.1,10:23635954:23673084:-1
NFAM1,ENSCAFG00845014831,ENSCAFP00845020899.1,10:23753497:23792278:1
TCF20,ENSCAFG00845014889,ENSCAFP00845020999.1,10:23885657:23994451:1
CYP2D15,ENSCAFG00845014943,ENSCAFP00845021103.1,10:24000211:24004212:1
NDUFA6,ENSCAFG00845015040,ENSCAFP00845021172.1,10:24028435:24037168:1
SMDT1,ENSCAFG00845015069,ENSCAFP00845021201.1,10:24038245:24041410:-1
PHETA2,ENSCAFG00845015096,ENSCAFP00845021231.1,10:24042043:24046585:-1
NAGA,ENSCAFG00845015153,ENSCAFP00845021363.1,10:24048855:24140741:1
WBP2NL,ENSCAFG00845015255,ENSCAFP00845021418.1,10:24088812:24112859:-1
SEPTIN3,ENSCAFG00845015350,ENSCAFP00845021732.1,10:24115111:24151564:-1
CENPM,ENSCAFG00845015528,ENSCAFP00845021824.1,10:24157348:24169945:1
TNFRSF13C,ENSCAFG00845015566,ENSCAFP00845021849.1,10:24178191:24179471:1
SHISA8,ENSCAFG00845015600,ENSCAFP00845021897.1,10:24188890:24193887:1
SREBF2,ENSCAFG00845015666,ENSCAFP00845022037.1,10:24196926:24258561:-1
SREBF2,ENSCAFG00845015779,ENSCAFP00845022109.1,10:24259728:24278761:-1
MEI1,ENSCAFG00845015865,ENSCAFP00845022342.1,10:24278592:24351805:-1
SNU13,ENSCAFG00845016061,ENSCAFP00845022531.1,10:24363289:24376531:1
XRCC6,ENSCAFG00845016282,ENSCAFP00845022936.1,10:24382985:24406763:-1
DESI1,ENSCAFG00845016514,ENSCAFP00845023046.1,10:24406971:24428687:1
PMM1,ENSCAFG00845016625,ENSCAFP00845023198.1,10:24442044:24451565:1
CSDC2,ENSCAFG00845016721,ENSCAFP00845023296.1,10:24451818:24463801:-1
POLR3H,ENSCAFG00845016808,ENSCAFP00845023433.1,10:24473545:24487265:1
ACO2,ENSCAFG00845016969,ENSCAFP00845023614.1,10:24487132:24543365:-1
PHF5A,ENSCAFG00845017076,ENSCAFP00845023750.1,10:24543360:24554077:1
TOB2,ENSCAFG00845017159,ENSCAFP00845023803.1,10:24563273:24574596:1
TEF,ENSCAFG00845017239,ENSCAFP00845024024.1,10:24579742:24622510:-1
ZC3H7B,ENSCAFG00845017344,ENSCAFP00845024113.1,10:24626545:24688967:-1
RANGAP1,ENSCAFG00845017556,ENSCAFP00845024752.1,10:24698296:24747502:1
L3MBTL2,ENSCAFG00845017974,ENSCAFP00845025095.1,10:24744956:24766173:-1
EP300,ENSCAFG00845018383,ENSCAFP00845026037.1,10:24824096:24903879:-1
RBX1,ENSCAFG00845019033,ENSCAFP00845026422.1,10:25013515:25028019:-1
XPNPEP3,ENSCAFG00845019212,ENSCAFP00845026586.1,10:25052063:25127204:-1
ST13,ENSCAFG00845019349,ENSCAFP00845026797.1,10:25127683:25161322:1
SLC25A17,ENSCAFG00845019500,ENSCAFP00845027022.1,10:25165030:25213315:1
MCHR1,ENSCAFG00845019660,ENSCAFP00845027148.1,10:25276793:25280056:-1
MRTFA,ENSCAFG00845019751,ENSCAFP00845027611.1,10:25311347:25509944:1
SGSM3,ENSCAFG00845020097,ENSCAFP00845027844.1,10:25509953:25553470:-1
ADSL,ENSCAFG00845020328,ENSCAFP00845028214.1,10:25564250:25582606:-1
TNRC6B,ENSCAFG00845020617,ENSCAFP00845028788.1,10:25602508:25846331:-1
FAM83F,ENSCAFG00845021004,ENSCAFP00845029024.1,10:25860037:25893564:-1
GRAP2,ENSCAFG00845021051,ENSCAFP00845029085.1,10:25909918:25972202:-1
ENTHD1,ENSCAFG00845021136,ENSCAFP00845029210.1,10:25984162:26083644:1
CACNA1I,ENSCAFG00845021242,ENSCAFP00845029479.1,10:26134924:26234803:-1
ATF4,ENSCAFG00845021497,ENSCAFP00845029721.1,10:26280618:26282738:-1
MIEF1,ENSCAFG00845021530,ENSCAFP00845029775.1,10:26285987:26300166:-1
TAB1,ENSCAFG00845021610,ENSCAFP00845029872.1,10:26375010:26409213:-1
SYNGR1,ENSCAFG00845021779,ENSCAFP00845030141.1,10:26442571:26464419:-1
RPL3,ENSCAFG00845021864,ENSCAFP00845030209.1,10:26491205:26497608:1
PDGFB,ENSCAFG00845022039,ENSCAFP00845030486.1,10:26551116:26571479:1
CBX7,ENSCAFG00845022140,ENSCAFP00845030672.1,10:26627342:26648764:1
APOBEC3Z3,ENSCAFG00845022251,ENSCAFP00845030826.1,10:26663786:26676218:-1
APOBEC3Z1,ENSCAFG00845022347,ENSCAFP00845030904.1,10:26690303:26694234:-1
APOBEC3Z1,ENSCAFG00845022387,ENSCAFP00845030967.1,10:26700832:26705003:1
CBX6,ENSCAFG00845022457,ENSCAFP00845031078.1,10:26752753:26791762:1
NPTXR,ENSCAFG00845022551,ENSCAFP00845031236.1,10:26779408:26803065:1
DNAL4,ENSCAFG00845022699,ENSCAFP00845031364.1,10:26814615:26826597:1
SUN2,ENSCAFG00845022745,ENSCAFP00845031458.1,10:26846443:26865882:1
GTPBP1,ENSCAFG00845023003,ENSCAFP00845031948.1,10:26866202:26894591:-1
JOSD1,ENSCAFG00845023184,ENSCAFP00845032036.1,10:26894728:26906826:1
TOMM22,ENSCAFG00845023216,ENSCAFP00845032095.1,10:26907768:26909795:-1
CBY1,ENSCAFG00845023252,ENSCAFP00845032145.1,10:26911333:26926094:-1
FAM227A,ENSCAFG00845023331,ENSCAFP00845032449.1,10:26930453:27005601:1
DMC1,ENSCAFG00845023556,ENSCAFP00845032720.1,10:27019604:27056226:1
DDX17,ENSCAFG00845023692,ENSCAFP00845032920.1,10:27072470:27094071:1
KDELR3,ENSCAFG00845023852,ENSCAFP00845033089.1,10:27094071:27107007:-1
CSNK1E,ENSCAFG00845024113,ENSCAFP00845033927.1,10:27180835:27265335:1
MAFF,ENSCAFG00845024590,ENSCAFP00845034008.1,10:27268310:27277535:-1
PLA2G6,ENSCAFG00845024672,ENSCAFP00845034452.1,10:27290618:27351103:1
BAIAP2L2,ENSCAFG00845025037,ENSCAFP00845034736.1,10:27352068:27378977:1
SLC16A8,ENSCAFG00845025225,ENSCAFP00845034884.1,10:27381062:27385300:1
PICK1,ENSCAFG00845025295,ENSCAFP00845034974.1,10:27387123:27406155:-1
SOX10,ENSCAFG00845005267,ENSCAFP00845007360.1,10:27472117:27482924:1
MICALL1,ENSCAFG00845005328,ENSCAFP00845007505.1,10:27486608:27535525:-1
C10H22orf23,ENSCAFG00845005422,ENSCAFP00845007557.1,10:27499248:27506553:1
EIF3L,ENSCAFG00845005473,ENSCAFP00845007681.1,10:27549473:27577389:-1
ANKRD54,ENSCAFG00845005571,ENSCAFP00845007759.1,10:27585942:27597448:1
GCAT,ENSCAFG00845005659,ENSCAFP00845007876.1,10:27605668:27619049:-1
GALR3,ENSCAFG00845005708,ENSCAFP00845007886.1,10:27606281:27608067:-1
H1-0,ENSCAFG00845005727,ENSCAFP00845007905.1,10:27619089:27621395:-1
NOL12,ENSCAFG00845005812,ENSCAFP00845008013.1,10:27713065:27718378:-1
LGALS1,ENSCAFG00845005881,ENSCAFP00845008124.1,10:27724176:27727523:-1
PDXP,ENSCAFG00845005926,ENSCAFP00845008153.1,10:27738232:27744146:-1
SH3BP1,ENSCAFG00845005964,ENSCAFP00845008239.1,10:27746041:27758412:-1
GGA1,ENSCAFG00845006043,ENSCAFP00845008430.1,10:27764674:27783586:-1
LGALS2,ENSCAFG00845006166,ENSCAFP00845008558.1,10:27804367:27807840:1
CDC42EP1,ENSCAFG00845006223,ENSCAFP00845008617.1,10:27808324:27816775:-1
CARD10,ENSCAFG00845006362,ENSCAFP00845009378.1,10:27845643:27871807:1
MFNG,ENSCAFG00845007032,ENSCAFP00845009820.1,10:27846463:27890680:1
ELFN2,ENSCAFG00845007179,ENSCAFP00845009913.1,10:27977043:27979497:1
CYTH4,ENSCAFG00845007265,ENSCAFP00845010047.1,10:28030403:28061050:-1
RAC2,ENSCAFG00845007348,ENSCAFP00845010150.1,10:28088001:28104243:1
SSTR3,ENSCAFG00845007442,ENSCAFP00845010209.1,10:28116600:28124837:1
C1QTNF6,ENSCAFG00845007475,ENSCAFP00845010232.1,10:28132869:28140526:1
IL2RB,ENSCAFG00845007511,ENSCAFP00845010307.1,10:28162843:28180812:1
TMPRSS6,ENSCAFG00845007611,ENSCAFP00845010455.1,10:28190966:28228124:1
KCTD17,ENSCAFG00845007741,ENSCAFP00845010650.1,10:28221558:28241250:-1
MPST,ENSCAFG00845007861,ENSCAFP00845010724.1,10:28254099:28265176:-1
TST,ENSCAFG00845007885,ENSCAFP00845010762.1,10:28266266:28278613:1
CIMIP4,ENSCAFG00845007936,ENSCAFP00845010909.1,10:28281566:28303956:1
CSF2RB,ENSCAFG00845008045,ENSCAFP00845011050.1,10:28333759:28358984:-1
NCF4,ENSCAFG00845008166,ENSCAFP00845011127.1,10:28389224:28407201:-1
IFT27,ENSCAFG00845008220,ENSCAFP00845011208.1,10:28447870:28466433:1
IFT27,ENSCAFG00845008277,ENSCAFP00845011436.1,10:28481003:28499691:1
CACNG2,ENSCAFG00845008427,ENSCAFP00845011482.1,10:28543245:28649561:1
EIF3D,ENSCAFG00845008496,ENSCAFP00845011630.1,10:28676131:28690138:1
FOXRED2,ENSCAFG00845008671,ENSCAFP00845011856.1,10:28693338:28708859:1
MYH9,ENSCAFG00845008811,ENSCAFP00845012148.1,10:28817513:28909028:1
RBFOX2,ENSCAFG00845009056,ENSCAFP00845012817.1,10:29006280:29281225:1
APOL5,ENSCAFG00845009406,ENSCAFP00845012896.1,10:29290724:29310915:-1
APOL6,ENSCAFG00845009446,ENSCAFP00845012966.1,10:29319426:29331191:-1
MB,ENSCAFG00845009496,ENSCAFP00845013070.1,10:29356424:29369888:1
RASD2,ENSCAFG00845009572,ENSCAFP00845013112.1,10:29414217:29424195:-1
MCM5,ENSCAFG00845009614,ENSCAFP00845013309.1,10:29507388:29528100:-1
HMOX1,ENSCAFG00845009778,ENSCAFP00845013423.1,10:29530792:29539227:-1
TOM1,ENSCAFG00845009904,ENSCAFP00845013815.1,10:29562183:29609208:-1
HMGXB4,ENSCAFG00845010222,ENSCAFP00845014063.1,10:29613376:29644081:-1
ISX,ENSCAFG00845010299,ENSCAFP00845014133.1,10:29779923:29797781:-1
LARGE1,ENSCAFG00845010461,ENSCAFP00845014877.1,10:30669186:31236024:1
SYN3,ENSCAFG00845010890,ENSCAFP00845015136.1,10:31316550:31767063:1
TIMP3,ENSCAFG00845010998,ENSCAFP00845015222.1,10:31465800:31536528:-1
FBXO7,ENSCAFG00845011055,ENSCAFP00845015345.1,10:31770137:31791130:-1
BPIFC,ENSCAFG00845011126,ENSCAFP00845015583.1,10:31794262:31851661:1
RTCB,ENSCAFG00845011277,ENSCAFP00845015666.1,10:31853475:31886023:1
ASCL4,ENSCAFG00845011320,ENSCAFP00845015719.1,10:31896304:31896832:-1
PRDM4,ENSCAFG00845011355,ENSCAFP00845015843.1,10:31916779:31944338:1
PWP1,ENSCAFG00845011494,ENSCAFP00845015984.1,10:31963398:31991569:-1
ABTB3,ENSCAFG00845011667,ENSCAFP00845016803.1,10:32013375:32323765:-1
CRY1,ENSCAFG00845012163,ENSCAFP00845017018.1,10:32522595:32623626:1
MTERF2,ENSCAFG00845012213,ENSCAFP00845017070.1,10:32627244:32635702:1
TMEM263,ENSCAFG00845012231,ENSCAFP00845017093.1,10:32639435:32654013:-1
RIC8B,ENSCAFG00845012335,ENSCAFP00845017434.1,10:32722674:32823740:-1
RFX4,ENSCAFG00845012620,ENSCAFP00845018037.1,10:32834450:32996764:-1
POLR3B,ENSCAFG00845013006,ENSCAFP00845018212.1,10:33043080:33150688:-1
TCP11L2,ENSCAFG00845013102,ENSCAFP00845018330.1,10:33158133:33196506:-1
CKAP4,ENSCAFG00845013172,ENSCAFP00845018406.1,10:33229741:33239291:1
NUAK1,ENSCAFG00845005700,ENSCAFP00845007881.1,10:33306773:33378743:1
C10H12orf75,ENSCAFG00845005795,ENSCAFP00845008031.1,10:33911700:33973566:-1
APPL2,ENSCAFG00845005921,ENSCAFP00845008209.1,10:34033771:34084225:1
WASHC4,ENSCAFG00845006021,ENSCAFP00845008424.1,10:34087397:34141278:-1
ALDH1L2,ENSCAFG00845006151,ENSCAFP00845008586.1,10:34151820:34207560:1
NOPCHAP1,ENSCAFG00845006255,ENSCAFP00845008663.1,10:34211150:34219677:-1
SLC41A2,ENSCAFG00845006325,ENSCAFP00845008859.1,10:34240756:34357705:1
CHST11,ENSCAFG00845006468,ENSCAFP00845008991.1,10:34398783:34654634:-1
TXNRD1,ENSCAFG00845006566,ENSCAFP00845009152.1,10:34747415:34864924:-1
SEPTIN10,ENSCAFG00845006721,ENSCAFP00845009414.1,10:35101489:35158873:1
SH3RF3,ENSCAFG00845006868,ENSCAFP00845009685.1,10:35221452:35582954:-1
EDAR,ENSCAFG00845007129,ENSCAFP00845009944.1,10:35700811:35795448:1
CCDC138,ENSCAFG00845007316,ENSCAFP00845010321.1,10:35828607:35938126:-1
RANBP2,ENSCAFG00845007697,ENSCAFP00845010950.1,10:35940081:36033437:-1
LIMS1,ENSCAFG00845008233,ENSCAFP00845011444.1,10:36045344:36192039:-1
SULT1C4,ENSCAFG00845008747,ENSCAFP00845011972.1,10:36347857:36357539:-1
SULT1C2,ENSCAFG00845008818,ENSCAFP00845012076.1,10:36416427:36432088:-1
SULT1C3,ENSCAFG00845008886,ENSCAFP00845012130.1,10:36464978:36498824:-1
SLC5A7,ENSCAFG00845008947,ENSCAFP00845012241.1,10:36737512:36762849:-1
ST6GAL2,ENSCAFG00845009185,ENSCAFP00845012575.1,10:37755362:37827110:1
UXS1,ENSCAFG00845009273,ENSCAFP00845012805.1,10:38164684:38257471:1
ECRG4,ENSCAFG00845009405,ENSCAFP00845013024.1,10:38272976:38282878:-1
NCK2,ENSCAFG00845009565,ENSCAFP00845013099.1,10:38434613:38588705:-1
FHL2,ENSCAFG00845009612,ENSCAFP00845013251.1,10:38854977:38923986:1
C10H2orf49,ENSCAFG00845009702,ENSCAFP00845013357.1,10:38934230:38945854:-1
TGFBRAP1,ENSCAFG00845009768,ENSCAFP00845013419.1,10:38953285:39015555:1
GPR45,ENSCAFG00845009816,ENSCAFP00845013475.1,10:39029765:39030887:-1
MRPS9,ENSCAFG00845009846,ENSCAFP00845013501.1,10:39162431:39226264:-1
POU3F3,ENSCAFG00845009979,ENSCAFP00845013642.1,10:39370370:39371870:-1
TMEM182,ENSCAFG00845010034,ENSCAFP00845013768.1,10:40968512:41150368:-1
MFSD9,ENSCAFG00845010103,ENSCAFP00845013835.1,10:41181048:41197179:1
SLC9A2,ENSCAFG00845010132,ENSCAFP00845013882.1,10:41204617:41296196:-1
SLC9A4,ENSCAFG00845010292,ENSCAFP00845014119.1,10:41358398:41426351:-1
IL18RAP,ENSCAFG00845010356,ENSCAFP00845014296.1,10:41447561:41472778:-1
IL18R1,ENSCAFG00845010486,ENSCAFP00845014564.1,10:41481795:41559352:-1
IL1RL2,ENSCAFG00845010648,ENSCAFP00845014642.1,10:41645069:41682534:-1
IL1R1,ENSCAFG00845010716,ENSCAFP00845014861.1,10:41692622:41811603:-1
IL1R2,ENSCAFG00845010877,ENSCAFP00845015133.1,10:41820542:41869408:-1
MAP4K4,ENSCAFG00845011330,ENSCAFP00845017324.1,10:41955874:42144609:-1
RFX8,ENSCAFG00845012474,ENSCAFP00845017528.1,10:42144935:42389052:1
CREG2,ENSCAFG00845012626,ENSCAFP00845017647.1,10:42408510:42440034:1
RNF149,ENSCAFG00845012717,ENSCAFP00845017861.1,10:42489914:42522414:1
CNOT11,ENSCAFG00845012861,ENSCAFP00845017942.1,10:42520974:42535982:-1
TBC1D8,ENSCAFG00845012925,ENSCAFP00845018242.1,10:42587101:42711217:1
RPL31,ENSCAFG00845013103,ENSCAFP00845018318.1,10:42693030:42709603:-1
NPAS2,ENSCAFG00845013162,ENSCAFP00845018472.1,10:42714473:42845094:-1
PDCL3,ENSCAFG00845016073,ENSCAFP00845022520.1,10:43079572:43090129:-1
NMS,ENSCAFG00845016126,ENSCAFP00845022579.1,10:43126854:43140936:-1
CHST10,ENSCAFG00845016252,ENSCAFP00845022736.1,10:43177401:43209296:1
LONRF2,ENSCAFG00845016364,ENSCAFP00845023064.1,10:43246933:43279340:1
AFF3,ENSCAFG00845016749,ENSCAFP00845023522.1,10:43415080:43983969:1
AFF3,ENSCAFG00845017087,ENSCAFP00845024054.1,10:44020388:44116904:1
EIF5B,ENSCAFG00845017464,ENSCAFP00845024259.1,10:44118092:44212219:-1
TXNDC9,ENSCAFG00845017605,ENSCAFP00845024439.1,10:44213332:44226121:1
LYG1,ENSCAFG00845017704,ENSCAFP00845024547.1,10:44280232:44291421:1
LYG2,ENSCAFG00845017793,ENSCAFP00845024766.1,10:44330877:44339744:1
MRPL30,ENSCAFG00845017929,ENSCAFP00845024837.1,10:44364570:44385355:-1
MITD1,ENSCAFG00845018043,ENSCAFP00845025011.1,10:44385430:44398060:1
LIPT1,ENSCAFG00845018116,ENSCAFP00845025057.1,10:44405276:44411149:-1
TSGA10,ENSCAFG00845018318,ENSCAFP00845025809.1,10:44428509:44597625:1
CRACDL,ENSCAFG00845018719,ENSCAFP00845026140.1,10:44551228:44739542:1
MGAT4A,ENSCAFG00845019003,ENSCAFP00845026440.1,10:44803792:44954046:1
UNC50,ENSCAFG00845019213,ENSCAFP00845026528.1,10:44931024:44945866:-1
INPP4A,ENSCAFG00845019342,ENSCAFP00845027131.1,10:44959355:45094231:-1
CNGA3,ENSCAFG00845020028,ENSCAFP00845027851.1,10:45104783:45151081:-1
VWA3B,ENSCAFG00845020347,ENSCAFP00845028563.1,10:45178427:45381569:-1
TMEM131,ENSCAFG00845020834,ENSCAFP00845029580.1,10:45473944:45702160:1
ZAP70,ENSCAFG00845021644,ENSCAFP00845029933.1,10:45763555:45786952:-1
C10H2orf92,ENSCAFG00845021810,ENSCAFP00845030328.1,10:45794599:45830626:-1
ACTR1B,ENSCAFG00845022064,ENSCAFP00845030649.1,10:45841005:45850553:1
COX5B,ENSCAFG00845022269,ENSCAFP00845030881.1,10:45855800:45862133:-1
FAM178B,ENSCAFG00845022390,ENSCAFP00845031138.1,10:45868245:45977833:1
SEMA4C,ENSCAFG00845022633,ENSCAFP00845031289.1,10:45982131:45992433:1
ANKRD39,ENSCAFG00845022833,ENSCAFP00845031765.1,10:45993841:46035580:1
CNNM4,ENSCAFG00845023175,ENSCAFP00845032150.1,10:46034438:46072842:-1
LMAN2L,ENSCAFG00845023323,ENSCAFP00845032360.1,10:46091428:46122126:1
FER1L5,ENSCAFG00845023518,ENSCAFP00845032889.1,10:46122792:46180893:-1
KANSL3,ENSCAFG00845024215,ENSCAFP00845034360.1,10:46192110:46236275:1
ZFP36L2,ENSCAFG00845025133,ENSCAFP00845034750.1,10:46625666:46627993:-1
THADA,ENSCAFG00845025205,ENSCAFP00845035054.1,10:46632735:46962684:-1
PLEKHH2,ENSCAFG00845025497,ENSCAFP00845035290.1,10:46992059:47103049:1
DYNC2LI1,ENSCAFG00845025628,ENSCAFP00845035609.1,10:47109961:47148583:1
ABCG5,ENSCAFG00845025776,ENSCAFP00845035740.1,10:47151471:47178440:-1
ABCG8,ENSCAFG00845025922,ENSCAFP00845035919.1,10:47178831:47197878:1
LRPPRC,ENSCAFG00845026058,ENSCAFP00845036398.1,10:47203960:47317132:-1
PPM1B,ENSCAFG00845026428,ENSCAFP00845036648.1,10:47468699:47547566:1
SLC3A1,ENSCAFG00845026546,ENSCAFP00845036720.1,10:47580242:47615494:1
PREPL,ENSCAFG00845026670,ENSCAFP00845037129.1,10:47613472:47672322:-1
CAMKMT,ENSCAFG00845026914,ENSCAFP00845037277.1,10:47672806:48062765:1
SIX3,ENSCAFG00845027028,ENSCAFP00845037412.1,10:48209334:48244622:1
SIX2,ENSCAFG00845027100,ENSCAFP00845037462.1,10:48279054:48282792:-1
SRBD1,ENSCAFG00845027248,ENSCAFP00845037865.1,10:48595852:48812330:-1
PRKCE,ENSCAFG00845027571,ENSCAFP00845038242.1,10:48849925:49335759:1
EPAS1,ENSCAFG00845027702,ENSCAFP00845038415.1,10:49422315:49508077:1
TMEM247,ENSCAFG00845027828,ENSCAFP00845038522.1,10:49584646:49590780:1
ATP6V1E2,ENSCAFG00845027863,ENSCAFP00845038571.1,10:49617574:49618255:-1
RHOQ,ENSCAFG00845027887,ENSCAFP00845038630.1,10:49638164:49679038:1
PIGF,ENSCAFG00845027939,ENSCAFP00845038736.1,10:49675214:49711080:-1
CRIPT,ENSCAFG00845028021,ENSCAFP00845038840.1,10:49710514:49722470:1
SOCS5,ENSCAFG00845028095,ENSCAFP00845038904.1,10:49786356:49845694:1
MCFD2,ENSCAFG00845028228,ENSCAFP00845039144.1,10:49961873:50001189:-1
TTC7A,ENSCAFG00845028519,ENSCAFP00845040201.1,10:49972345:50116956:1
STPG4,ENSCAFG00845005229,ENSCAFP00845007333.1,10:50126173:50164959:-1
CALM1,ENSCAFG00845005256,ENSCAFP00845007355.1,10:50169945:50184929:-1
EPCAM,ENSCAFG00845005300,ENSCAFP00845007413.1,10:50357905:50373405:1
MSH2,ENSCAFG00845005364,ENSCAFP00845007521.1,10:50390726:50467285:1
KCNK12,ENSCAFG00845005433,ENSCAFP00845007560.1,10:50479801:50544739:-1
MSH6,ENSCAFG00845005493,ENSCAFP00845007679.1,10:50687740:50711873:1
FBXO11,ENSCAFG00845005550,ENSCAFP00845007713.1,10:50711893:50799655:-1
LSM3,ENSCAFG00845005601,ENSCAFP00845007754.1,10:50885660:50885969:-1
FOXN2,ENSCAFG00845005620,ENSCAFP00845007790.1,10:51105240:51171388:1
PPP1R21,ENSCAFG00845005733,ENSCAFP00845008083.1,10:51229728:51295065:1
STON1,ENSCAFG00845005959,ENSCAFP00845008245.1,10:51300562:51349344:1
GTF2A1L,ENSCAFG00845006018,ENSCAFP00845008338.1,10:51367682:51409702:1
LHCGR,ENSCAFG00845006174,ENSCAFP00845008905.1,10:51417732:51474628:-1
FSHR,ENSCAFG00845006515,ENSCAFP00845009088.1,10:51638905:51807715:-1
NRXN1,ENSCAFG00845006920,ENSCAFP00845010313.1,10:52431571:53564557:-1
ASB3,ENSCAFG00845007688,ENSCAFP00845010589.1,10:55709368:55814154:-1
CHAC2,ENSCAFG00845007798,ENSCAFP00845010645.1,10:55789594:55797618:1
ERLEC1,ENSCAFG00845007879,ENSCAFP00845011017.1,10:55814273:55845027:1
GPR75,ENSCAFG00845008125,ENSCAFP00845011082.1,10:55860402:55861929:-1
PSME4,ENSCAFG00845008342,ENSCAFP00845012238.1,10:55873190:55977522:-1
ACYP2,ENSCAFG00845009195,ENSCAFP00845012682.1,10:56081472:56225974:1
SPTBN1,ENSCAFG00845009556,ENSCAFP00845013520.1,10:56374467:56571581:1
EML6,ENSCAFG00845010062,ENSCAFP00845013948.1,10:56612050:56885445:1
RTN4,ENSCAFG00845010381,ENSCAFP00845014490.1,10:56886723:56957662:-1
CLHC1,ENSCAFG00845010710,ENSCAFP00845014801.1,10:57104792:57136850:-1
RPS27A,ENSCAFG00845010792,ENSCAFP00845014875.1,10:57136944:57139378:1
MTIF2,ENSCAFG00845010861,ENSCAFP00845015259.1,10:57140314:57161836:-1
CCDC88A,ENSCAFG00845011215,ENSCAFP00845016207.1,10:57173895:57305357:-1
CFAP36,ENSCAFG00845011709,ENSCAFP00845016346.1,10:57377949:57409771:1
PPP4R3B,ENSCAFG00845011789,ENSCAFP00845016586.1,10:57409144:57472014:-1
PNPT1,ENSCAFG00845011925,ENSCAFP00845016683.1,10:57482668:57525810:-1
EFEMP1,ENSCAFG00845012060,ENSCAFP00845016976.1,10:57637641:57699051:-1
CCDC85A,ENSCAFG00845012276,ENSCAFP00845017287.1,10:57934024:58127526:1
VRK2,ENSCAFG00845012500,ENSCAFP00845017525.1,10:59435777:59547970:1
FANCL,ENSCAFG00845012667,ENSCAFP00845017932.1,10:59525316:59636793:-1
BCL11A,ENSCAFG00845012955,ENSCAFP00845018190.1,10:61594833:61695003:-1
PAPOLG,ENSCAFG00845013090,ENSCAFP00845018408.1,10:61885803:61917460:1
REL,ENSCAFG00845013250,ENSCAFP00845018543.1,10:61997562:62030500:1
PUS10,ENSCAFG00845013311,ENSCAFP00845018636.1,10:62041028:62111652:-1
PEX13,ENSCAFG00845013355,ENSCAFP00845018666.1,10:62112185:62139182:1
SANBR,ENSCAFG00845013376,ENSCAFP00845018721.1,10:62149395:62203592:1
C2orf74,ENSCAFG00845013418,ENSCAFP00845018783.1,10:62238752:62240667:1
USP34,ENSCAFG00845013490,ENSCAFP00845018927.1,10:62276481:62520570:-1
XPO1,ENSCAFG00845016081,ENSCAFP00845022548.1,10:62549828:62598376:-1
FAM161A,ENSCAFG00845016188,ENSCAFP00845022796.1,10:62823209:62848532:-1
CCT4,ENSCAFG00845016454,ENSCAFP00845023018.1,10:62867243:62882587:-1
COMMD1,ENSCAFG00845016604,ENSCAFP00845023141.1,10:62882954:63068508:1
B3GNT2,ENSCAFG00845016685,ENSCAFP00845023250.1,10:62894294:63154925:1
TMEM17,ENSCAFG00845016745,ENSCAFP00845023305.1,10:63363661:63368797:-1
EHBP1,ENSCAFG00845017216,ENSCAFP00845024868.1,10:63368899:63833543:1
OTX1,ENSCAFG00845018084,ENSCAFP00845025025.1,10:63837582:63844385:1
WDPCP,ENSCAFG00845018266,ENSCAFP00845025962.1,10:63884300:64325262:-1
MDH1,ENSCAFG00845019026,ENSCAFP00845026693.1,10:64325747:64393190:1
UGP2,ENSCAFG00845019476,ENSCAFP00845027072.1,10:64541235:64607362:1
VPS54,ENSCAFG00845019815,ENSCAFP00845027874.1,10:64608154:64683345:-1
PELI1,ENSCAFG00845020350,ENSCAFP00845028072.1,10:64736552:64795619:-1
